F (Hz),|Z| (Ohms),F (Hz),Theta (Deg)
1000,19110,1000,-4.46
1122.018,19040,1122.018,-4.4
1258.925,18970,1258.925,-4.35
1412.537,18900,1412.537,-4.33
1584.893,18830,1584.893,-4.31
1778.279,18760,1778.279,-4.33
1995.262,18690,1995.262,-4.36
2238.721,18630,2238.721,-4.41
2511.886,18560,2511.886,-4.48
2818.382,18500,2818.382,-4.58
3162.277,18430,3162.277,-4.71
3548.133,18360,3548.133,-4.86
3981.071,18290,3981.071,-5.03
4466.835,18220,4466.835,-5.24
5011.872,18150,5011.872,-5.47
5623.413,18070,5623.413,-5.74
6309.573,17990,6309.573,-6.04
7079.457,17920,7079.457,-6.37
7943.282,17830,7943.282,-6.74
8912.509,17740,8912.509,-7.16
10000,17640,10000,-7.61
11220.18,17530,11220.18,-8.11
12589.25,17420,12589.25,-8.67
14125.37,17300,14125.37,-9.28
15848.93,17170,15848.93,-9.94
17782.79,17050,17782.79,-10.68
19952.62,16900,19952.62,-11.47
22387.21,16740,22387.21,-12.33
25118.86,16550,25118.86,-13.26
28183.82,16360,28183.82,-14.26
31622.77,16140,31622.77,-15.34
35481.33,15910,35481.33,-16.49
39810.71,15650,39810.71,-17.72
44668.35,15370,44668.35,-19.05
50118.72,15070,50118.72,-20.45
56234.13,14740,56234.13,-21.94
63095.73,14390,63095.73,-23.5
70794.57,14020,70794.57,-25.14
79432.82,13620,79432.82,-26.83
89125.09,13190,89125.09,-28.6
100000,12740,100000,-30.41
112201.8,12260,112201.8,-32.26
125892.5,11770,125892.5,-34.13
141253.7,11260,141253.7,-36.02
158489.3,10698,158489.3,-37.89
177827.9,10169,177827.9,-39.74
199526.2,9634,199526.2,-41.57
223872.1,9100,223872.1,-43.36
251188.6,8570,251188.6,-45.12
281838.2,8049,281838.2,-46.79
316227.7,7540,316227.7,-48.41
354813.3,7047,354813.3,-49.95
398107.1,6573,398107.1,-51.41
446683.5,6120,446683.5,-52.81
501187.2,5688,501187.2,-54.13
562341.3,5278,562341.3,-55.37
630957.3,4891,630957.3,-56.55
707945.7,4526,707945.7,-57.66
794328.2,4184,794328.2,-58.72
891250.9,3865,891250.9,-59.73
1000000,3566,1000000,-60.68
1122018,3287,1122018,-61.6
1258925,3028,1258925,-62.47
1412537,2786,1412537,-63.3
1584893,2563,1584893,-64.09
1778279,2355,1778279,-64.85
1995262,2164,1995262,-65.56
2238721,1987,2238721,-66.24
2511886,1824,2511886,-66.87
2818382,1674,2818382,-67.46
3162277,1537,3162277,-68
3548133,1412,3548133,-68.51
3981071,1299,3981071,-68.97
4466835,1196,4466835,-69.39
5011872,1104,5011872,-69.8
5623413,1018.4,5623413,-70.11
6309573,946.3,6309573,-70.44
7079457,883.6,7079457,-70.74
7943282,830.6,7943282,-71.09
8912509,787.8,8912509,-71.52
10000000,755.6,10000000,-72.08
