F (Hz),|Z| (Ohms),F (Hz),Theta (Deg)
1000,NaN,1000,NaN
1122.018,NaN,1122.018,NaN
1258.925,NaN,1258.925,NaN
1412.537,NaN,1412.537,NaN
1584.893,NaN,1584.893,NaN
1778.279,NaN,1778.279,NaN
1995.262,NaN,1995.262,NaN
2238.721,NaN,2238.721,NaN
2511.886,NaN,2511.886,NaN
2818.382,NaN,2818.382,NaN
3162.277,NaN,3162.277,NaN
3548.133,NaN,3548.133,NaN
3981.071,NaN,3981.071,NaN
4466.835,NaN,4466.835,NaN
5011.872,NaN,5011.872,NaN
5623.413,NaN,5623.413,NaN
6309.573,NaN,6309.573,NaN
7079.457,1239000,7079.457,-88.7
7943.282,1106000,7943.282,-88.7
8912.509,988000,8912.509,-88.7
10000,882000,10000,-88.7
11220.18,787000,11220.18,-88.7
12589.25,703000,12589.25,-88.7
14125.37,627000,14125.37,-88.7
15848.93,560000,15848.93,-88.7
17782.79,500000,17782.79,-88.7
19952.62,447000,19952.62,-88.7
22387.21,399000,22387.21,-88.7
25118.86,356000,25118.86,-88.7
28183.82,318000,28183.82,-88.7
31622.77,284000,31622.77,-88.7
35481.33,253000,35481.33,-88.7
39810.71,226000,39810.71,-88.7
44668.35,202000,44668.35,-88.7
50118.72,180000,50118.72,-88.7
56234.13,161000,56234.13,-88.8
63095.73,144000,63095.73,-88.8
70794.57,128000,70794.57,-88.8
79432.82,114000,79432.82,-88.8
89125.09,102030,89125.09,-88.8
100000,91080,100000,-88.81
112201.8,81290,112201.8,-88.83
125892.5,72550,125892.5,-88.84
141253.7,64780,141253.7,-88.82
158489.3,57790,158489.3,-88.86
177827.9,51570,177827.9,-88.87
199526.2,46020,199526.2,-88.89
223872.1,41070,223872.1,-88.88
251188.6,36660,251188.6,-88.9
281838.2,32710,281838.2,-88.91
316227.7,29200,316227.7,-88.92
354813.3,26060,354813.3,-88.92
398107.1,23260,398107.1,-88.92
446683.5,20760,446683.5,-88.94
501187.2,18530,501187.2,-88.95
562341.3,16540,562341.3,-88.95
630957.3,14760,630957.3,-88.96
707945.7,13170,707945.7,-88.97
794328.2,11760,794328.2,-88.97
891250.9,10465,891250.9,-88.95
1000000,9345,1000000,-88.95
1122018,8344,1122018,-88.95
1258925,7452,1258925,-88.95
1412537,6657,1412537,-88.95
1584893,5948,1584893,-88.94
1778279,5318,1778279,-88.93
1995262,4756,1995262,-88.92
2238721,4255,2238721,-88.92
2511886,3809,2511886,-88.91
2818382,3414,2818382,-88.9
3162277,3063,3162277,-88.9
3548133,2751,3548133,-88.89
3981071,2476,3981071,-88.87
4466835,2233,4466835,-88.85
5011872,2020,5011872,-88.83
5623413,1834,5623413,-88.81
6309573,1673,6309573,-88.81
7079457,1536,7079457,-88.81
7943282,1423,7943282,-88.84
8912509,1333,8912509,-88.91
10000000,1270,10000000,-89.03
