F (Hz),|Z| (Ohms),F (Hz),Theta (Deg)
1000,NaN,1000,NaN
1122.018,NaN,1122.018,NaN
1258.925,NaN,1258.925,NaN
1412.537,NaN,1412.537,NaN
1584.893,NaN,1584.893,NaN
1778.279,NaN,1778.279,NaN
1995.262,NaN,1995.262,NaN
2238.721,NaN,2238.721,NaN
2511.886,NaN,2511.886,NaN
2818.382,NaN,2818.382,NaN
3162.277,NaN,3162.277,NaN
3548.133,NaN,3548.133,NaN
3981.071,NaN,3981.071,NaN
4466.835,NaN,4466.835,NaN
5011.872,NaN,5011.872,NaN
5623.413,NaN,5623.413,NaN
6309.573,NaN,6309.573,NaN
7079.457,1210000,7079.457,-88.5
7943.282,1079000,7943.282,-88.6
8912.509,965000,8912.509,-88.5
10000,861000,10000,-88.5
11220.18,769000,11220.18,-88.5
12589.25,687000,12589.25,-88.6
14125.37,613000,14125.37,-88.6
15848.93,548000,15848.93,-88.5
17782.79,489000,17782.79,-88.5
19952.62,437000,19952.62,-88.6
22387.21,390000,22387.21,-88.5
25118.86,348000,25118.86,-88.6
28183.82,311000,28183.82,-88.6
31622.77,278000,31622.77,-88.6
35481.33,248000,35481.33,-88.6
39810.71,222000,39810.71,-88.6
44668.35,198000,44668.35,-88.6
50118.72,177000,50118.72,-88.6
56234.13,158000,56234.13,-88.6
63095.73,141000,63095.73,-88.6
70794.57,126000,70794.57,-88.6
79432.82,112000,79432.82,-88.6
89125.09,100150,89125.09,-88.65
100000,89390,100000,-88.68
112201.8,79790,112201.8,-88.71
125892.5,71230,125892.5,-88.73
141253.7,63550,141253.7,-88.84
158489.3,56760,158489.3,-88.75
177827.9,50660,177827.9,-88.76
199526.2,45220,199526.2,-88.77
223872.1,40370,223872.1,-88.78
251188.6,36030,251188.6,-88.79
281838.2,32160,281838.2,-88.8
316227.7,28710,316227.7,-88.82
354813.3,25630,354813.3,-88.82
398107.1,22880,398107.1,-88.83
446683.5,20420,446683.5,-88.84
501187.2,18230,501187.2,-88.85
562341.3,16270,562341.3,-88.86
630957.3,14520,630957.3,-88.87
707945.7,12960,707945.7,-88.87
794328.2,11570,794328.2,-88.88
891250.9,10301,891250.9,-88.86
1000000,9198,1000000,-88.87
1122018,8214,1122018,-88.87
1258925,7336,1258925,-88.87
1412537,6553,1412537,-88.87
1584893,5857,1584893,-88.86
1778279,5234,1778279,-88.85
1995262,4680,1995262,-88.84
2238721,4186,2238721,-88.83
2511886,3747,2511886,-88.83
2818382,3357,2818382,-88.82
3162277,3010,3162277,-88.81
3548133,2702,3548133,-88.8
3981071,2429,3981071,-88.78
4466835,2188,4466835,-88.75
5011872,1976,5011872,-88.73
5623413,1790,5623413,-88.71
6309573,1628,6309573,-88.71
7079457,1489,7079457,-88.71
7943282,1371,7943282,-88.74
8912509,1274,8912509,-88.79
10000000,1199,10000000,-88.9
