F (Hz),|Z| (Ohms),F (Hz),Theta (Deg)
1000,NaN,1000,NaN
1122.018,NaN,1122.018,NaN
1258.925,NaN,1258.925,NaN
1412.537,NaN,1412.537,NaN
1584.893,NaN,1584.893,NaN
1778.279,NaN,1778.279,NaN
1995.262,NaN,1995.262,NaN
2238.721,NaN,2238.721,NaN
2511.886,NaN,2511.886,NaN
2818.382,NaN,2818.382,NaN
3162.277,NaN,3162.277,NaN
3548.133,NaN,3548.133,NaN
3981.071,NaN,3981.071,NaN
4466.835,NaN,4466.835,NaN
5011.872,NaN,5011.872,NaN
5623.413,NaN,5623.413,NaN
6309.573,1284400,6309.573,-88.17
7079.457,1147500,7079.457,-88.14
7943.282,1025000,7943.282,-88.15
8912.509,915200,8912.509,-88.14
10000,817900,10000,-88.17
11220.18,730700,11220.18,-88.15
12589.25,652700,12589.25,-88.15
14125.37,583000,14125.37,-88.15
15848.93,520800,15848.93,-88.15
17782.79,465300,17782.79,-88.16
19952.62,415600,19952.62,-88.15
22387.21,371300,22387.21,-88.16
25118.86,331600,25118.86,-88.16
28183.82,296200,28183.82,-88.16
31622.77,264600,31622.77,-88.17
35481.33,236400,35481.33,-88.17
39810.71,211200,39810.71,-88.18
44668.35,188600,44668.35,-88.22
50118.72,168500,50118.72,-88.23
56234.13,150500,56234.13,-88.23
63095.73,134400,63095.73,-88.24
70794.57,120100,70794.57,-88.25
79432.82,107240,79432.82,-88.26
89125.09,95810,89125.09,-88.28
100000,85570,100000,-88.3
112201.8,76430,112201.8,-88.32
125892.5,68250,125892.5,-88.34
141253.7,60960,141253.7,-88.36
158489.3,54430,158489.3,-88.37
177827.9,48610,177827.9,-88.39
199526.2,43400,199526.2,-88.4
223872.1,38760,223872.1,-88.41
251188.6,34610,251188.6,-88.43
281838.2,30910,281838.2,-88.44
316227.7,27600,316227.7,-88.46
354813.3,24650,354813.3,-88.48
398107.1,22010,398107.1,-88.49
446683.5,19660,446683.5,-88.51
501187.2,17550,501187.2,-88.53
562341.3,15670,562341.3,-88.54
630957.3,14000,630957.3,-88.56
707945.7,12500,707945.7,-88.58
794328.2,11160,794328.2,-88.59
891250.9,9938,891250.9,-88.59
1000000,8876,1000000,-88.6
1122018,7928,1122018,-88.61
1258925,7082,1258925,-88.61
1412537,6328,1412537,-88.62
1584893,5655,1584893,-88.62
1778279,5055,1778279,-88.62
1995262,4520,1995262,-88.62
2238721,4044,2238721,-88.62
2511886,3620,2511886,-88.62
2818382,3243,2818382,-88.62
3162277,2907,3162277,-88.61
3548133,2609,3548133,-88.61
3981071,2345,3981071,-88.6
4466835,2111,4466835,-88.59
5011872,1905,5011872,-88.58
5623413,1724,5623413,-88.58
6309573,1566,6309573,-88.58
7079457,1429,7079457,-88.6
7943282,1311,7943282,-88.63
8912509,1212,8912509,-88.71
10000000,1131,10000000,-88.84
