F (Hz),|Z| (Ohms),F (Hz),Theta (Deg)
1000,NaN,1000,NaN
1122.018,NaN,1122.018,NaN
1258.925,NaN,1258.925,NaN
1412.537,NaN,1412.537,NaN
1584.893,NaN,1584.893,NaN
1778.279,NaN,1778.279,NaN
1995.262,NaN,1995.262,NaN
2238.721,NaN,2238.721,NaN
2511.886,NaN,2511.886,NaN
2818.382,NaN,2818.382,NaN
3162.277,NaN,3162.277,NaN
3548.133,NaN,3548.133,NaN
3981.071,NaN,3981.071,NaN
4466.835,NaN,4466.835,NaN
5011.872,NaN,5011.872,NaN
5623.413,NaN,5623.413,NaN
6309.573,1256200,6309.573,-87.38
7079.457,1123400,7079.457,-87.4
7943.282,1004500,7943.282,-87.44
8912.509,898100,8912.509,-87.46
10000,802900,10000,-87.47
11220.18,717900,11220.18,-87.51
12589.25,641800,12589.25,-87.54
14125.37,573800,14125.37,-87.57
15848.93,512900,15848.93,-87.6
17782.79,458600,17782.79,-87.63
19952.62,409900,19952.62,-87.65
22387.21,366300,22387.21,-87.68
25118.86,327400,25118.86,-87.71
28183.82,292600,28183.82,-87.74
31622.77,261500,31622.77,-87.77
35481.33,233700,35481.33,-87.81
39810.71,208900,39810.71,-87.83
44668.35,186600,44668.35,-87.88
50118.72,166800,50118.72,-87.91
56234.13,149000,56234.13,-87.94
63095.73,133100,63095.73,-87.96
70794.57,119000,70794.57,-87.99
79432.82,106270,79432.82,-88.02
89125.09,94940,89125.09,-88.07
100000,84830,100000,-88.1
112201.8,75780,112201.8,-88.13
125892.5,67680,125892.5,-88.17
141253.7,60450,141253.7,-88.18
158489.3,53990,158489.3,-88.25
177827.9,48220,177827.9,-88.28
199526.2,43060,199526.2,-88.3
223872.1,38460,223872.1,-88.32
251188.6,34350,251188.6,-88.35
281838.2,30680,281838.2,-88.37
316227.7,27400,316227.7,-88.4
354813.3,24460,354813.3,-88.42
398107.1,21850,398107.1,-88.44
446683.5,19510,446683.5,-88.47
501187.2,17420,501187.2,-88.49
562341.3,15560,562341.3,-88.51
630957.3,13890,630957.3,-88.53
707945.7,12400,707945.7,-88.55
794328.2,11080,794328.2,-88.57
891250.9,9865,891250.9,-88.57
1000000,8810,1000000,-88.58
1122018,7869,1122018,-88.6
1258925,7029,1258925,-88.61
1412537,6279,1412537,-88.61
1584893,5610,1584893,-88.62
1778279,5014,1778279,-88.62
1995262,4483,1995262,-88.62
2238721,4009,2238721,-88.62
2511886,3587,2511886,-88.62
2818382,3211,2818382,-88.62
3162277,2877,3162277,-88.62
3548133,2579,3548133,-88.61
3981071,2315,3981071,-88.61
4466835,2081,4466835,-88.6
5011872,1874,5011872,-88.59
5623413,1691,5623413,-88.59
6309573,1530,6309573,-88.59
7079457,1390,7079457,-88.61
7943282,1267,7943282,-88.64
8912509,1161,8912509,-88.71
10000000,1066.6,10000000,-88.27
