F (Hz),|Z| (Ohms),F (Hz),Theta (Deg)
1000,NaN,1000,NaN
1122.018,NaN,1122.018,NaN
1258.925,NaN,1258.925,NaN
1412.537,NaN,1412.537,NaN
1584.893,NaN,1584.893,NaN
1778.279,NaN,1778.279,NaN
1995.262,NaN,1995.262,NaN
2238.721,NaN,2238.721,NaN
2511.886,NaN,2511.886,NaN
2818.382,NaN,2818.382,NaN
3162.277,NaN,3162.277,NaN
3548.133,NaN,3548.133,NaN
3981.071,NaN,3981.071,NaN
4466.835,NaN,4466.835,NaN
5011.872,NaN,5011.872,NaN
5623.413,NaN,5623.413,NaN
6309.573,1233600,6309.573,-87.81
7079.457,1102700,7079.457,-87.82
7943.282,985500,7943.282,-87.81
8912.509,880900,8912.509,-87.81
10000,787300,10000,-87.8
11220.18,703500,11220.18,-87.81
12589.25,628900,12589.25,-87.81
14125.37,562100,14125.37,-87.82
15848.93,502300,15848.93,-87.82
17782.79,449000,17782.79,-87.82
19952.62,401300,19952.62,-87.83
22387.21,358600,22387.21,-87.84
25118.86,320500,25118.86,-87.85
28183.82,286400,28183.82,-87.86
31622.77,255900,31622.77,-87.88
35481.33,228700,35481.33,-87.89
39810.71,204400,39810.71,-87.91
44668.35,182600,44668.35,-87.94
50118.72,163200,50118.72,-87.96
56234.13,145800,56234.13,-87.97
63095.73,130300,63095.73,-87.99
70794.57,116400,70794.57,-88.01
79432.82,104010,79432.82,-88.04
89125.09,92930,89125.09,-88.07
100000,83030,100000,-88.1
112201.8,74160,112201.8,-88.12
125892.5,66250,125892.5,-88.15
141253.7,59170,141253.7,-88.21
158489.3,52850,158489.3,-88.22
177827.9,47200,177827.9,-88.25
199526.2,42150,199526.2,-88.27
223872.1,37650,223872.1,-88.29
251188.6,33630,251188.6,-88.32
281838.2,30030,281838.2,-88.34
316227.7,26820,316227.7,-88.36
354813.3,23950,354813.3,-88.38
398107.1,21390,398107.1,-88.4
446683.5,19100,446683.5,-88.43
501187.2,17060,501187.2,-88.45
562341.3,15230,562341.3,-88.46
630957.3,13610,630957.3,-88.48
707945.7,12150,707945.7,-88.5
794328.2,10819,794328.2,-88.5
891250.9,9663,891250.9,-88.51
1000000,8630,1000000,-88.52
1122018,7709,1122018,-88.53
1258925,6886,1258925,-88.53
1412537,6153,1412537,-88.54
1584893,5498,1584893,-88.54
1778279,4915,1778279,-88.53
1995262,4395,1995262,-88.53
2238721,3931,2238721,-88.52
2511886,3518,2511886,-88.52
2818382,3151,2818382,-88.51
3162277,2824,3162277,-88.5
3548133,2533,3548133,-88.49
3981071,2276,3981071,-88.48
4466835,2047,4466835,-88.46
5011872,1845,5011872,-88.45
5623413,1668,5623413,-88.43
6309573,1512,6309573,-88.43
7079457,1376,7079457,-88.44
7943282,1258,7943282,-88.47
8912509,1157,8912509,-88.53
10000000,1069.5,10000000,-88.03
