F (Hz),|Z| (Ohms),F (Hz),Theta (Deg)
1000,26080,1000,-4.32
1122.018,25980,1122.018,-4.31
1258.925,25880,1258.925,-4.31
1412.537,25780,1412.537,-4.31
1584.893,25670,1584.893,-4.34
1778.279,25560,1778.279,-4.4
1995.262,25470,1995.262,-4.46
2238.721,25380,2238.721,-4.56
2511.886,25280,2511.886,-4.66
2818.382,25170,2818.382,-4.79
3162.277,25060,3162.277,-4.93
3548.133,24950,3548.133,-5.11
3981.071,24840,3981.071,-5.31
4466.835,24730,4466.835,-5.53
5011.872,24610,5011.872,-5.78
5623.413,24490,5623.413,-6.06
6309.573,24370,6309.573,-6.38
7079.457,24230,7079.457,-6.72
7943.282,24100,7943.282,-7.1
8912.509,23950,8912.509,-7.5
10000,23800,10000,-7.96
11220.18,23650,11220.18,-8.47
12589.25,23480,12589.25,-9.02
14125.37,23300,14125.37,-9.63
15848.93,23150,15848.93,-10.29
17782.79,22970,17782.79,-11.02
19952.62,22760,19952.62,-11.8
22387.21,22530,22387.21,-12.66
25118.86,22280,25118.86,-13.58
28183.82,22020,28183.82,-14.6
31622.77,21740,31622.77,-15.69
35481.33,21420,35481.33,-16.86
39810.71,20990,39810.71,-18.02
44668.35,20410,44668.35,-19.17
50118.72,19980,50118.72,-20.57
56234.13,19530,56234.13,-22.06
63095.73,19070,63095.73,-23.65
70794.57,18560,70794.57,-25.33
79432.82,18040,79432.82,-27.08
89125.09,17480,89125.09,-28.93
100000,16890,100000,-30.84
112201.8,16280,112201.8,-32.83
125892.5,15620,125892.5,-34.84
141253.7,14950,141253.7,-36.88
158489.3,14250,158489.3,-38.97
177827.9,13540,177827.9,-41.04
199526.2,12820,199526.2,-43.12
223872.1,12090,223872.1,-45.17
251188.6,11370,251188.6,-47.17
281838.2,10614,281838.2,-49.14
316227.7,9920,316227.7,-51.05
354813.3,9240,354813.3,-52.9
398107.1,8583,398107.1,-54.67
446683.5,7953,446683.5,-56.37
501187.2,7351,501187.2,-57.99
562341.3,6780,562341.3,-59.53
630957.3,6241,630957.3,-60.99
707945.7,5735,707945.7,-62.37
794328.2,5262,794328.2,-63.68
891250.9,4819,891250.9,-64.91
1000000,4408,1000000,-66.04
1122018,4027,1122018,-67.11
1258925,3675,1258925,-68.1
1412537,3350,1412537,-69.02
1584893,3052,1584893,-69.86
1778279,2779,1778279,-70.62
1995262,2529,1995262,-71.31
2238721,2301,2238721,-71.95
2511886,2094,2511886,-72.51
2818382,1906,2818382,-73.01
3162277,1736,3162277,-73.45
3548133,1582,3548133,-73.83
3981071,1444,3981071,-74.16
4466835,1320,4466835,-74.44
5011872,1210,5011872,-74.68
5623413,1113,5623413,-74.89
6309573,1024,6309573,-74.96
7079457,951,7079457,-75.1
7943282,889.2,7943282,-75.22
8912509,839.3,8912509,-75.4
10000000,802,10000000,-75.69
