F (Hz)	|Z| (Ohms)	F (Hz)	Theta (Deg)
1000.000000	NaN	1000.000000	NaN
1122.018000	NaN	1122.018000	NaN
1258.925000	NaN	1258.925000	NaN
1412.537000	NaN	1412.537000	NaN
1584.893000	NaN	1584.893000	NaN
1778.279000	NaN	1778.279000	NaN
1995.262000	NaN	1995.262000	NaN
2238.721000	NaN	2238.721000	NaN
2511.886000	NaN	2511.886000	NaN
2818.382000	NaN	2818.382000	NaN
3162.277000	NaN	3162.277000	NaN
3548.133000	NaN	3548.133000	NaN
3981.071000	NaN	3981.071000	NaN
4466.835000	NaN	4466.835000	NaN
5011.872000	NaN	5011.872000	NaN
5623.413000	NaN	5623.413000	NaN
6309.573000	NaN	6309.573000	NaN
7079.457000	NaN	7079.457000	NaN
7943.282000	NaN	7943.282000	NaN
8912.509000	1289000.000000	8912.509000	-88.100000
10000.000000	1140000.000000	10000.000000	-88.000000
11220.180000	1015000.000000	11220.180000	-88.000000
12589.250000	903000.000000	12589.250000	-88.100000
14125.370000	808000.000000	14125.370000	-88.100000
15848.930000	723000.000000	15848.930000	-88.200000
17782.790000	646000.000000	17782.790000	-88.100000
19952.620000	579000.000000	19952.620000	-88.100000
22387.210000	518000.000000	22387.210000	-88.200000
25118.860000	462000.000000	25118.860000	-88.200000
28183.820000	413000.000000	28183.820000	-88.100000
31622.770000	369000.000000	31622.770000	-88.200000
35481.330000	329000.000000	35481.330000	-88.100000
39810.710000	294000.000000	39810.710000	-88.200000
44668.350000	262000.000000	44668.350000	-88.200000
50118.720000	234000.000000	50118.720000	-88.200000
56234.130000	209000.000000	56234.130000	-88.100000
63095.730000	187000.000000	63095.730000	-88.100000
70794.570000	167000.000000	70794.570000	-88.100000
79432.820000	149000.000000	79432.820000	-88.100000
89125.090000	133000.000000	89125.090000	-88.100000
100000.000000	119000.000000	100000.000000	-88.200000
112201.800000	106180.000000	112201.800000	-88.150000
125892.500000	94830.000000	125892.500000	-88.220000
141253.700000	84440.000000	141253.700000	-88.460000
158489.300000	75630.000000	158489.300000	-88.240000
177827.900000	67520.000000	177827.900000	-88.220000
199526.200000	60250.000000	199526.200000	-88.110000
223872.100000	53920.000000	223872.100000	-88.180000
251188.600000	48170.000000	251188.600000	-88.210000
281838.200000	43060.000000	281838.200000	-88.220000
316227.700000	38430.000000	316227.700000	-88.170000
354813.300000	34390.000000	354813.300000	-88.240000
398107.100000	30770.000000	398107.100000	-88.260000
446683.500000	27490.000000	446683.500000	-88.270000
501187.200000	24530.000000	501187.200000	-88.280000
562341.300000	21900.000000	562341.300000	-88.290000
630957.300000	19570.000000	630957.300000	-88.330000
707945.700000	17470.000000	707945.700000	-88.350000
794328.200000	15590.000000	794328.200000	-88.360000
891250.900000	13930.000000	891250.900000	-88.370000
1000000.000000	12430.000000	1000000.000000	-88.410000
1122018.000000	11120.000000	1122018.000000	-88.440000
1258925.000000	9928.000000	1258925.000000	-88.470000
1412537.000000	8870.000000	1412537.000000	-88.520000
1584893.000000	7928.000000	1584893.000000	-88.570000
1778279.000000	7087.000000	1778279.000000	-88.630000
1995262.000000	6337.000000	1995262.000000	-88.690000
2238721.000000	5661.000000	2238721.000000	-88.750000
2511886.000000	5066.000000	2511886.000000	-88.830000
2818382.000000	4534.000000	2818382.000000	-88.930000
3162277.000000	4062.000000	3162277.000000	-89.020000
3548133.000000	3639.000000	3548133.000000	-89.140000
3981071.000000	3265.000000	3981071.000000	-89.260000
4466835.000000	2929.000000	4466835.000000	-89.390000
5011872.000000	2631.000000	5011872.000000	-89.530000
5623413.000000	2372.000000	5623413.000000	-89.680000
6309573.000000	2148.000000	6309573.000000	-89.850000
7079457.000000	1945.000000	7079457.000000	-90.050000
7943282.000000	1770.000000	7943282.000000	-90.280000
8912509.000000	1621.000000	8912509.000000	-90.590000
1.000000E+7	1498.000000	1.000000E+7	-90.990000
