F (Hz),|Z| (Ohms),F (Hz),Theta (Deg)
1000,NaN,1000,NaN
1122.018,NaN,1122.018,NaN
1258.925,NaN,1258.925,NaN
1412.537,NaN,1412.537,NaN
1584.893,NaN,1584.893,NaN
1778.279,NaN,1778.279,NaN
1995.262,NaN,1995.262,NaN
2238.721,NaN,2238.721,NaN
2511.886,NaN,2511.886,NaN
2818.382,NaN,2818.382,NaN
3162.277,NaN,3162.277,NaN
3548.133,NaN,3548.133,NaN
3981.071,NaN,3981.071,NaN
4466.835,NaN,4466.835,NaN
5011.872,NaN,5011.872,NaN
5623.413,NaN,5623.413,NaN
6309.573,1295900,6309.573,-87.81
7079.457,1158300,7079.457,-87.82
7943.282,1035400,7943.282,-87.82
8912.509,925400,8912.509,-87.84
10000,827200,10000,-87.84
11220.18,739100,11220.18,-87.83
12589.25,660800,12589.25,-87.85
14125.37,590600,14125.37,-87.87
15848.93,527800,15848.93,-87.88
17782.79,471700,17782.79,-87.89
19952.62,421500,19952.62,-87.9
22387.21,376700,22387.21,-87.92
25118.86,336600,25118.86,-87.94
28183.82,300800,28183.82,-87.96
31622.77,268800,31622.77,-87.98
35481.33,240200,35481.33,-88
39810.71,214600,39810.71,-88.03
44668.35,191700,44668.35,-88.06
50118.72,171300,50118.72,-88.09
56234.13,153000,56234.13,-88.11
63095.73,136700,63095.73,-88.14
70794.57,122100,70794.57,-88.16
79432.82,109080,79432.82,-88.22
89125.09,97440,89125.09,-88.25
100000,87030,100000,-88.28
112201.8,77740,112201.8,-88.32
125892.5,69420,125892.5,-88.35
141253.7,61980,141253.7,-88.4
158489.3,55360,158489.3,-88.4
177827.9,49420,177827.9,-88.44
199526.2,44130,199526.2,-88.46
223872.1,39400,223872.1,-88.48
251188.6,35180,251188.6,-88.51
281838.2,31410,281838.2,-88.53
316227.7,28050,316227.7,-88.55
354813.3,25040,354813.3,-88.57
398107.1,22360,398107.1,-88.59
446683.5,19960,446683.5,-88.61
501187.2,17820,501187.2,-88.63
562341.3,15910,562341.3,-88.65
630957.3,14200,630957.3,-88.67
707945.7,12680,707945.7,-88.68
794328.2,11320,794328.2,-88.69
891250.9,10079,891250.9,-88.69
1000000,9000,1000000,-88.7
1122018,8036,1122018,-88.7
1258925,7176,1258925,-88.7
1412537,6408,1412537,-88.71
1584893,5724,1584893,-88.7
1778279,5113,1778279,-88.7
1995262,4569,1995262,-88.69
2238721,4084,2238721,-88.69
2511886,3651,2511886,-88.68
2818382,3266,2818382,-88.67
3162277,2922,3162277,-88.66
3548133,2617,3548133,-88.65
3981071,2345,3981071,-88.63
4466835,2103,4466835,-88.61
5011872,1889,5011872,-88.59
5623413,1699,5623413,-88.57
6309573,1530,6309573,-88.56
7079457,1381,7079457,-88.56
7943282,1250,7943282,-88.58
8912509,1133,8912509,-88.62
10000000,1027,10000000,-88.31
