F (Hz),|Z| (Ohms),F (Hz),Theta (Deg)
1000,NaN,1000,NaN
1122.018,NaN,1122.018,NaN
1258.925,NaN,1258.925,NaN
1412.537,NaN,1412.537,NaN
1584.893,NaN,1584.893,NaN
1778.279,NaN,1778.279,NaN
1995.262,NaN,1995.262,NaN
2238.721,NaN,2238.721,NaN
2511.886,NaN,2511.886,NaN
2818.382,NaN,2818.382,NaN
3162.277,NaN,3162.277,NaN
3548.133,NaN,3548.133,NaN
3981.071,NaN,3981.071,NaN
4466.835,NaN,4466.835,NaN
5011.872,NaN,5011.872,NaN
5623.413,NaN,5623.413,NaN
6309.573,NaN,6309.573,NaN
7079.457,1195600,7079.457,-88.53
7943.282,1067500,7943.282,-88.53
8912.509,953300,8912.509,-88.54
10000,851300,10000,-88.54
11220.18,760000,11220.18,-88.54
12589.25,678700,12589.25,-88.55
14125.37,606100,14125.37,-88.56
15848.93,541200,15848.93,-88.58
17782.79,483300,17782.79,-88.58
19952.62,431500,19952.62,-88.58
22387.21,385200,22387.21,-88.6
25118.86,343900,25118.86,-88.6
28183.82,307100,28183.82,-88.61
31622.77,274200,31622.77,-88.62
35481.33,244800,35481.33,-88.63
39810.71,218600,39810.71,-88.64
44668.35,195100,44668.35,-88.66
50118.72,174200,50118.72,-88.68
56234.13,155500,56234.13,-88.68
63095.73,138800,63095.73,-88.69
70794.57,123900,70794.57,-88.7
79432.82,110700,79432.82,-88.71
89125.09,98770,89125.09,-88.74
100000,88180,100000,-88.76
112201.8,78710,112201.8,-88.78
125892.5,70260,125892.5,-88.79
141253.7,62720,141253.7,-88.82
158489.3,55960,158489.3,-88.82
177827.9,49950,177827.9,-88.84
199526.2,44580,199526.2,-88.85
223872.1,39790,223872.1,-88.86
251188.6,35510,251188.6,-88.87
281838.2,31700,281838.2,-88.88
316227.7,28290,316227.7,-88.89
354813.3,25250,354813.3,-88.9
398107.1,22530,398107.1,-88.91
446683.5,20110,446683.5,-88.92
501187.2,17950,501187.2,-88.93
562341.3,16020,562341.3,-88.94
630957.3,14290,630957.3,-88.95
707945.7,12760,707945.7,-88.96
794328.2,11390,794328.2,-88.96
891250.9,10136,891250.9,-88.95
1000000,9047,1000000,-88.95
1122018,8076,1122018,-88.95
1258925,7209,1258925,-88.95
1412537,6435,1412537,-88.95
1584893,5746,1584893,-88.94
1778279,5131,1778279,-88.94
1995262,4583,1995262,-88.93
2238721,4095,2238721,-88.92
2511886,3659,2511886,-88.91
2818382,3271,2818382,-88.9
3162277,2925,3162277,-88.89
3548133,2618,3548133,-88.88
3981071,2344,3981071,-88.86
4466835,2100,4466835,-88.85
5011872,1884,5011872,-88.83
5623413,1691,5623413,-88.81
6309573,1521,6309573,-88.81
7079457,1369,7079457,-88.81
7943282,1234,7943282,-88.82
8912509,1113,8912509,-88.87
10000000,1003.4,10000000,-88.57
