F (Hz),|Z| (Ohms),F (Hz),Theta (Deg)
1000,NaN,1000,NaN
1122.018,NaN,1122.018,NaN
1258.925,NaN,1258.925,NaN
1412.537,NaN,1412.537,NaN
1584.893,NaN,1584.893,NaN
1778.279,NaN,1778.279,NaN
1995.262,NaN,1995.262,NaN
2238.721,NaN,2238.721,NaN
2511.886,NaN,2511.886,NaN
2818.382,NaN,2818.382,NaN
3162.277,NaN,3162.277,NaN
3548.133,NaN,3548.133,NaN
3981.071,NaN,3981.071,NaN
4466.835,NaN,4466.835,NaN
5011.872,NaN,5011.872,NaN
5623.413,NaN,5623.413,NaN
6309.573,NaN,6309.573,NaN
7079.457,NaN,7079.457,NaN
7943.282,1236000,7943.282,-89.2
8912.509,1103000,8912.509,-89.3
10000,984000,10000,-89.3
11220.18,877000,11220.18,-89.2
12589.25,783000,12589.25,-89.3
14125.37,699000,14125.37,-89.3
15848.93,623000,15848.93,-89.3
17782.79,556000,17782.79,-89.3
19952.62,496000,19952.62,-89.3
22387.21,442000,22387.21,-89.3
25118.86,395000,25118.86,-89.3
28183.82,352000,28183.82,-89.3
31622.77,314000,31622.77,-89.3
35481.33,280000,35481.33,-89.3
39810.71,250000,39810.71,-89.3
44668.35,223000,44668.35,-89.3
50118.72,199000,50118.72,-89.3
56234.13,177000,56234.13,-89.3
63095.73,158000,63095.73,-89.3
70794.57,141000,70794.57,-89.3
79432.82,126000,79432.82,-89.3
89125.09,112000,89125.09,-89.3
100000,100090,100000,-89.32
112201.8,89290,112201.8,-89.34
125892.5,79630,125892.5,-89.34
141253.7,71070,141253.7,-89.29
158489.3,63370,158489.3,-89.34
177827.9,56520,177827.9,-89.35
199526.2,50410,199526.2,-89.36
223872.1,44960,223872.1,-89.36
251188.6,40110,251188.6,-89.36
281838.2,35770,281838.2,-89.37
316227.7,31910,316227.7,-89.38
354813.3,28470,354813.3,-89.38
398107.1,25390,398107.1,-89.39
446683.5,22650,446683.5,-89.4
501187.2,20210,501187.2,-89.4
562341.3,18030,562341.3,-89.4
630957.3,16090,630957.3,-89.41
707945.7,14360,707945.7,-89.42
794328.2,12810,794328.2,-89.42
891250.9,11430,891250.9,-89.42
1000000,10177,1000000,-89.42
1122018,9089,1122018,-89.42
1258925,8119,1258925,-89.42
1412537,7255,1412537,-89.42
1584893,6487,1584893,-89.42
1778279,5804,1778279,-89.42
1995262,5197,1995262,-89.42
2238721,4658,2238721,-89.43
2511886,4180,2511886,-89.44
2818382,3757,2818382,-89.45
3162277,3384,3162277,-89.46
3548133,3056,3548133,-89.47
3981071,2770,3981071,-89.49
4466835,2522,4466835,-89.5
5011872,2310,5011872,-89.52
5623413,2134,5623413,-89.55
6309573,1993,6309573,-89.58
7079457,1892,7079457,-89.66
7943282,1839,7943282,-89.78
8912509,1856,8912509,-89.98
10000000,1995,10000000,-90.37
