F (Hz),|Z| (Ohms),F (Hz),Theta (Deg)
1000,NaN,1000,NaN
1122.018,NaN,1122.018,NaN
1258.925,NaN,1258.925,NaN
1412.537,NaN,1412.537,NaN
1584.893,NaN,1584.893,NaN
1778.279,NaN,1778.279,NaN
1995.262,NaN,1995.262,NaN
2238.721,NaN,2238.721,NaN
2511.886,NaN,2511.886,NaN
2818.382,NaN,2818.382,NaN
3162.277,NaN,3162.277,NaN
3548.133,NaN,3548.133,NaN
3981.071,NaN,3981.071,NaN
4466.835,NaN,4466.835,NaN
5011.872,NaN,5011.872,NaN
5623.413,NaN,5623.413,NaN
6309.573,NaN,6309.573,NaN
7079.457,1241000,7079.457,-88.6
7943.282,1108000,7943.282,-88.6
8912.509,989000,8912.509,-88.6
10000,883000,10000,-88.6
11220.18,789000,11220.18,-88.6
12589.25,704000,12589.25,-88.6
14125.37,628000,14125.37,-88.6
15848.93,561000,15848.93,-88.6
17782.79,501000,17782.79,-88.6
19952.62,447000,19952.62,-88.6
22387.21,399000,22387.21,-88.7
25118.86,357000,25118.86,-88.7
28183.82,318000,28183.82,-88.7
31622.77,284000,31622.77,-88.7
35481.33,254000,35481.33,-88.7
39810.71,226000,39810.71,-88.7
44668.35,202000,44668.35,-88.7
50118.72,180000,50118.72,-88.7
56234.13,161000,56234.13,-88.7
63095.73,144000,63095.73,-88.7
70794.57,128000,70794.57,-88.7
79432.82,115000,79432.82,-88.7
89125.09,102200,89125.09,-88.77
100000,91230,100000,-88.78
112201.8,81440,112201.8,-88.8
125892.5,72680,125892.5,-88.81
141253.7,64890,141253.7,-88.82
158489.3,57900,158489.3,-88.84
177827.9,51670,177827.9,-88.84
199526.2,46110,199526.2,-88.85
223872.1,41150,223872.1,-88.87
251188.6,36730,251188.6,-88.88
281838.2,32780,281838.2,-88.89
316227.7,29260,316227.7,-88.9
354813.3,26110,354813.3,-88.91
398107.1,23300,398107.1,-88.92
446683.5,20800,446683.5,-88.92
501187.2,18560,501187.2,-88.93
562341.3,16570,562341.3,-88.94
630957.3,14790,630957.3,-88.95
707945.7,13200,707945.7,-88.95
794328.2,11780,794328.2,-88.95
891250.9,10483,891250.9,-88.93
1000000,9360,1000000,-88.94
1122018,8358,1122018,-88.94
1258925,7465,1258925,-88.93
1412537,6667,1412537,-88.93
1584893,5957,1584893,-88.92
1778279,5326,1778279,-88.91
1995262,4762,1995262,-88.89
2238721,4260,2238721,-88.88
2511886,3814,2511886,-88.87
2818382,3417,2818382,-88.86
3162277,3065,3162277,-88.85
3548133,2753,3548133,-88.84
3981071,2477,3981071,-88.82
4466835,2233,4466835,-88.79
5011872,2019,5011872,-88.76
5623413,1832,5623413,-88.74
6309573,1671,6309573,-88.72
7079457,1533,7079457,-88.71
7943282,1417,7943282,-88.73
8912509,1325,8912509,-88.77
10000000,1258,10000000,-88.88
