F (Hz),|Z| (Ohms),F (Hz),Theta (Deg)
1000,NaN,1000,NaN
1122.018,NaN,1122.018,NaN
1258.925,NaN,1258.925,NaN
1412.537,NaN,1412.537,NaN
1584.893,NaN,1584.893,NaN
1778.279,NaN,1778.279,NaN
1995.262,NaN,1995.262,NaN
2238.721,NaN,2238.721,NaN
2511.886,NaN,2511.886,NaN
2818.382,NaN,2818.382,NaN
3162.277,NaN,3162.277,NaN
3548.133,NaN,3548.133,NaN
3981.071,NaN,3981.071,NaN
4466.835,NaN,4466.835,NaN
5011.872,NaN,5011.872,NaN
5623.413,NaN,5623.413,NaN
6309.573,NaN,6309.573,NaN
7079.457,1188000,7079.457,-88.3
7943.282,1061000,7943.282,-88.2
8912.509,947000,8912.509,-88.2
10000,847000,10000,-88.2
11220.18,757000,11220.18,-88.2
12589.25,676000,12589.25,-88.2
14125.37,604000,14125.37,-88.2
15848.93,540000,15848.93,-88.3
17782.79,482000,17782.79,-88.3
19952.62,431000,19952.62,-88.3
22387.21,385000,22387.21,-88.3
25118.86,344000,25118.86,-88.2
28183.82,307000,28183.82,-88.3
31622.77,274000,31622.77,-88.3
35481.33,245000,35481.33,-88.3
39810.71,219000,39810.71,-88.3
44668.35,196000,44668.35,-88.3
50118.72,175000,50118.72,-88.3
56234.13,156000,56234.13,-88.3
63095.73,139000,63095.73,-88.4
70794.57,124000,70794.57,-88.4
79432.82,111000,79432.82,-88.4
89125.09,99240,89125.09,-88.4
100000,88640,100000,-88.43
112201.8,79160,112201.8,-88.46
125892.5,70680,125892.5,-88.48
141253.7,63140,141253.7,-88.47
158489.3,56370,158489.3,-88.52
177827.9,50330,177827.9,-88.55
199526.2,44930,199526.2,-88.57
223872.1,40120,223872.1,-88.59
251188.6,35820,251188.6,-88.61
281838.2,31980,281838.2,-88.63
316227.7,28550,316227.7,-88.65
354813.3,25490,354813.3,-88.66
398107.1,22760,398107.1,-88.68
446683.5,20320,446683.5,-88.7
501187.2,18140,501187.2,-88.71
562341.3,16190,562341.3,-88.73
630957.3,14460,630957.3,-88.75
707945.7,12910,707945.7,-88.76
794328.2,11520,794328.2,-88.77
891250.9,10256,891250.9,-88.77
1000000,9158,1000000,-88.78
1122018,8177,1122018,-88.79
1258925,7302,1258925,-88.79
1412537,6521,1412537,-88.79
1584893,5826,1584893,-88.79
1778279,5205,1778279,-88.79
1995262,4651,1995262,-88.79
2238721,4158,2238721,-88.79
2511886,3718,2511886,-88.8
2818382,3326,2818382,-88.8
3162277,2977,3162277,-88.8
3548133,2667,3548133,-88.79
3981071,2392,3981071,-88.79
4466835,2146,4466835,-88.78
5011872,1929,5011872,-88.76
5623413,1737,5623413,-88.76
6309573,1567,6309573,-88.76
7079457,1417,7079457,-88.77
7943282,1284,7943282,-88.8
8912509,1168,8912509,-88.85
10000000,1062.5,10000000,-88.54
