F (Hz),|Z| (Ohms),F (Hz),Theta (Deg)
1000,58900,1000,-4.72
1122.018,58560,1122.018,-4.83
1258.925,58210,1258.925,-4.93
1412.537,57870,1412.537,-5.08
1584.893,57540,1584.893,-5.19
1778.279,57160,1778.279,-5.45
1995.262,56830,1995.262,-5.61
2238.721,56460,2238.721,-5.84
2511.886,56070,2511.886,-6.13
2818.382,55680,2818.382,-6.42
3162.277,55270,3162.277,-6.72
3548.133,54850,3548.133,-7.06
3981.071,54490,3981.071,-7.45
4466.835,54070,4466.835,-7.87
5011.872,53620,5011.872,-8.35
5623.413,53160,5623.413,-8.86
6309.573,52700,6309.573,-9.4
7079.457,52200,7079.457,-10.02
7943.282,51670,7943.282,-10.65
8912.509,51110,8912.509,-11.38
10000,50550,10000,-12.14
11220.18,49960,11220.18,-12.98
12589.25,49330,12589.25,-13.89
14125.37,48690,14125.37,-14.86
15848.93,47980,15848.93,-15.92
17782.79,47220,17782.79,-17.05
19952.62,46400,19952.62,-18.26
22387.21,45540,22387.21,-19.58
25118.86,44620,25118.86,-20.98
28183.82,43650,28183.82,-22.47
31622.77,42610,31622.77,-24.06
35481.33,41500,35481.33,-25.74
39810.71,40280,39810.71,-27.47
44668.35,39000,44668.35,-29.27
50118.72,37660,50118.72,-31.18
56234.13,36270,56234.13,-33.16
63095.73,34810,63095.73,-35.19
70794.57,33300,70794.57,-37.27
79432.82,31730,79432.82,-39.35
89125.09,30140,89125.09,-41.5
100000,28520,100000,-43.62
112201.8,26890,112201.8,-45.72
125892.5,25260,125892.5,-47.78
141253.7,23650,141253.7,-49.82
158489.3,22070,158489.3,-51.77
177827.9,20530,177827.9,-53.67
199526.2,19040,199526.2,-55.5
223872.1,17620,223872.1,-57.26
251188.6,16260,251188.6,-58.95
281838.2,14970,281838.2,-60.53
316227.7,13760,316227.7,-62.05
354813.3,12620,354813.3,-63.48
398107.1,11560,398107.1,-64.83
446683.5,10532,446683.5,-66.09
501187.2,9618,501187.2,-67.29
562341.3,8770,562341.3,-68.41
630957.3,7987,630957.3,-69.47
707945.7,7266,707945.7,-70.47
794328.2,6603,794328.2,-71.4
891250.9,5995,891250.9,-72.26
1000000,5440,1000000,-73.07
1122018,4932,1122018,-73.8
1258925,4469,1258925,-74.51
1412537,4047,1412537,-75.14
1584893,3663,1584893,-75.73
1778279,3315,1778279,-76.26
1995262,2999,1995262,-76.76
2238721,2713,2238721,-77.2
2511886,2455,2511886,-77.61
2818382,2222,2818382,-77.97
3162277,2012,3162277,-78.28
3548133,1824,3548133,-78.57
3981071,1655,3981071,-78.81
4466835,1504,4466835,-79.02
5011872,1369,5011872,-79.21
5623413,1250,5623413,-79.38
6309573,1145,6309573,-79.54
7079457,1049.6,7079457,-79.5
7943282,971.3,7943282,-79.6
8912509,905.1,8912509,-79.72
10000000,851.7,10000000,-79.92
