F (Hz),|Z| (Ohms),F (Hz),Theta (Deg)
1000,27500,1000,-4.11
1122.018,27290,1122.018,-4.1
1258.925,27090,1258.925,-4.09
1412.537,26900,1412.537,-4.09
1584.893,26710,1584.893,-4.11
1778.279,26510,1778.279,-4.16
1995.262,26330,1995.262,-4.21
2238.721,26180,2238.721,-4.28
2511.886,26000,2511.886,-4.37
2818.382,25830,2818.382,-4.46
3162.277,25650,3162.277,-4.6
3548.133,25490,3548.133,-4.73
3981.071,25320,3981.071,-4.89
4466.835,25150,4466.835,-5.08
5011.872,24980,5011.872,-5.29
5623.413,24810,5623.413,-5.52
6309.573,24620,6309.573,-5.78
7079.457,24420,7079.457,-6.06
7943.282,24230,7943.282,-6.38
8912.509,24050,8912.509,-6.74
10000,23860,10000,-7.12
11220.18,23670,11220.18,-7.55
12589.25,23470,12589.25,-8.02
14125.37,23270,14125.37,-8.54
15848.93,23060,15848.93,-9.1
17782.79,22850,17782.79,-9.71
19952.62,22620,19952.62,-10.37
22387.21,22380,22387.21,-11.1
25118.86,22120,25118.86,-11.89
28183.82,21870,28183.82,-12.76
31622.77,21580,31622.77,-13.69
35481.33,21290,35481.33,-14.7
39810.71,20960,39810.71,-15.77
44668.35,20620,44668.35,-16.94
50118.72,20250,50118.72,-18.2
56234.13,19870,56234.13,-19.54
63095.73,19450,63095.73,-20.96
70794.57,19020,70794.57,-22.49
79432.82,18550,79432.82,-24.1
89125.09,18050,89125.09,-25.8
100000,17510,100000,-27.58
112201.8,16950,112201.8,-29.44
125892.5,16350,125892.5,-31.36
141253.7,15730,141253.7,-33.34
158489.3,15080,158489.3,-35.39
177827.9,14410,177827.9,-37.47
199526.2,13720,199526.2,-39.56
223872.1,13020,223872.1,-41.66
251188.6,12310,251188.6,-43.76
281838.2,11600,281838.2,-45.84
316227.7,10848,316227.7,-47.86
354813.3,10153,354813.3,-49.86
398107.1,9471,398107.1,-51.81
446683.5,8809,446683.5,-53.71
501187.2,8169,501187.2,-55.52
562341.3,7556,562341.3,-57.25
630957.3,6973,630957.3,-58.9
707945.7,6420,707945.7,-60.48
794328.2,5902,794328.2,-61.91
891250.9,5415,891250.9,-63.34
1000000,4960,1000000,-64.68
1122018,4537,1122018,-65.96
1258925,4153,1258925,-67.23
1412537,3789,1412537,-68.34
1584893,3452,1584893,-69.36
1778279,3143,1778279,-70.31
1995262,2861,1995262,-71.18
2238721,2603,2238721,-72
2511886,2366,2511886,-72.75
2818382,2151,2818382,-73.44
3162277,1955,3162277,-74.08
3548133,1777,3548133,-74.66
3981071,1616,3981071,-75.22
4466835,1471,4466835,-75.7
5011872,1341,5011872,-76.15
5623413,1225,5623413,-76.58
6309573,1121,6309573,-76.98
7079457,1027.5,7079457,-77.22
7943282,947.9,7943282,-77.59
8912509,878.8,8912509,-78.03
10000000,819.1,10000000,-78.59
