F (Hz),|Z| (Ohms),F (Hz),Theta (Deg)
1000,32560,1000,-4.03
1122.018,32410,1122.018,-4.03
1258.925,32260,1258.925,-4.07
1412.537,32110,1412.537,-4.11
1584.893,31960,1584.893,-4.17
1778.279,31830,1778.279,-4.27
1995.262,31680,1995.262,-4.36
2238.721,31530,2238.721,-4.48
2511.886,31380,2511.886,-4.61
2818.382,31230,2818.382,-4.78
3162.277,31080,3162.277,-4.96
3548.133,30930,3548.133,-5.18
3981.071,30780,3981.071,-5.4
4466.835,30610,4466.835,-5.67
5011.872,30440,5011.872,-5.96
5623.413,30280,5623.413,-6.28
6309.573,30070,6309.573,-6.62
7079.457,29870,7079.457,-7.01
7943.282,29660,7943.282,-7.43
8912.509,29450,8912.509,-7.89
10000,29230,10000,-8.41
11220.18,29000,11220.18,-8.96
12589.25,28760,12589.25,-9.56
14125.37,28500,14125.37,-10.22
15848.93,28220,15848.93,-10.93
17782.79,27940,17782.79,-11.71
19952.62,27630,19952.62,-12.55
22387.21,27300,22387.21,-13.45
25118.86,26930,25118.86,-14.43
28183.82,26560,28183.82,-15.48
31622.77,26160,31622.77,-16.62
35481.33,25710,35481.33,-17.83
39810.71,25220,39810.71,-19.09
44668.35,24720,44668.35,-20.48
50118.72,24180,50118.72,-21.95
56234.13,23610,56234.13,-23.51
63095.73,22990,63095.73,-25.14
70794.57,22340,70794.57,-26.85
79432.82,21650,79432.82,-28.62
89125.09,20910,89125.09,-30.46
100000,20150,100000,-32.35
112201.8,19350,112201.8,-34.27
125892.5,18520,125892.5,-36.23
141253.7,17680,141253.7,-38.24
158489.3,16810,158489.3,-40.23
177827.9,15930,177827.9,-42.23
199526.2,15050,199526.2,-44.21
223872.1,14170,223872.1,-46.18
251188.6,13310,251188.6,-48.11
281838.2,12450,281838.2,-49.99
316227.7,11620,316227.7,-51.82
354813.3,10771,354813.3,-53.57
398107.1,10000,398107.1,-55.27
446683.5,9266,446683.5,-56.94
501187.2,8562,501187.2,-58.5
562341.3,7897,562341.3,-59.99
630957.3,7269,630957.3,-61.44
707945.7,6679,707945.7,-62.83
794328.2,6127,794328.2,-64.16
891250.9,5612,891250.9,-65.42
1000000,5132,1000000,-66.61
1122018,4687,1122018,-67.73
1258925,4276,1258925,-68.79
1412537,3896,1412537,-69.79
1584893,3547,1584893,-70.72
1778279,3226,1778279,-71.59
1995262,2932,1995262,-72.39
2238721,2664,2238721,-73.14
2511886,2419,2511886,-73.83
2818382,2197,2818382,-74.47
3162277,1995,3162277,-75.06
3548133,1813,3548133,-75.59
3981071,1648,3981071,-76.07
4466835,1499,4466835,-76.51
5011872,1366,5011872,-76.93
5623413,1247,5623413,-77.32
6309573,1141,6309573,-77.71
7079457,1044.7,7079457,-77.94
7943282,962.8,7943282,-78.28
8912509,891.4,8912509,-78.7
10000000,829.8,10000000,-79.21
