F (Hz),|Z| (Ohms),F (Hz),Theta (Deg)
1000,2093,1000,-17.06
1122.018,2062,1122.018,-16.27
1258.925,2031,1258.925,-15.6
1412.537,2002,1412.537,-14.96
1584.893,1979,1584.893,-14.3
1778.279,1954,1778.279,-13.71
1995.262,1931,1995.262,-13.13
2238.721,1907,2238.721,-12.6
2511.886,1885,2511.886,-12.11
2818.382,1865,2818.382,-11.62
3162.277,1847,3162.277,-11.15
3548.133,1830,3548.133,-10.73
3981.071,1813,3981.071,-10.33
4466.835,1798,4466.835,-9.96
5011.872,1783,5011.872,-9.62
5623.413,1768,5623.413,-9.32
6309.573,1755,6309.573,-9.05
7079.457,1741,7079.457,-8.8
7943.282,1728,7943.282,-8.59
8912.509,1715,8912.509,-8.4
10000,1703,10000,-8.24
11220.18,1690,11220.18,-8.11
12589.25,1678,12589.25,-8.01
14125.37,1665,14125.37,-7.93
15848.93,1652,15848.93,-7.87
17782.79,1640,17782.79,-7.84
19952.62,1627,19952.62,-7.82
22387.21,1614,22387.21,-7.82
25118.86,1600,25118.86,-7.84
28183.82,1587,28183.82,-7.87
31622.77,1573,31622.77,-7.91
35481.33,1560,35481.33,-7.96
39810.71,1545,39810.71,-7.99
44668.35,1536,44668.35,-8.19
50118.72,1521,50118.72,-8.26
56234.13,1506,56234.13,-8.33
63095.73,1491,63095.73,-8.41
70794.57,1476,70794.57,-8.48
79432.82,1462,79432.82,-8.56
89125.09,1447,89125.09,-8.65
100000,1432,100000,-8.73
112201.8,1417,112201.8,-8.83
125892.5,1403,125892.5,-8.93
141253.7,1389,141253.7,-9.04
158489.3,1375,158489.3,-9.16
177827.9,1361,177827.9,-9.31
199526.2,1347,199526.2,-9.47
223872.1,1333,223872.1,-9.65
251188.6,1320,251188.6,-9.86
281838.2,1307,281838.2,-10.09
316227.7,1294,316227.7,-10.36
354813.3,1281,354813.3,-10.67
398107.1,1268,398107.1,-11.02
446683.5,1254,446683.5,-11.42
501187.2,1241,501187.2,-11.86
562341.3,1228,562341.3,-12.36
630957.3,1214,630957.3,-12.92
707945.7,1198,707945.7,-13.47
794328.2,1182,794328.2,-14.16
891250.9,1167,891250.9,-14.93
1000000,1152,1000000,-15.77
1122018,1136,1122018,-16.71
1258925,1119,1258925,-17.72
1412537,1101,1412537,-18.83
1584893,1082,1584893,-20.08
1778279,1062.5,1778279,-21.38
1995262,1041.8,1995262,-22.78
2238721,1020.1,2238721,-24.29
2511886,997.2,2511886,-25.89
2818382,973.3,2818382,-27.59
3162277,948.4,3162277,-29.39
3548133,922.6,3548133,-31.28
3981071,896.3,3981071,-33.26
4466835,869.4,4466835,-35.33
5011872,842.6,5011872,-37.48
5623413,816,5623413,-39.73
6309573,790.5,6309573,-42.1
7079457,766,7079457,-44.6
7943282,743.6,7943282,-47.29
8912509,723.7,8912509,-50.24
10000000,706.7,10000000,-53.58
