F (Hz),|Z| (Ohms),F (Hz),Theta (Deg)
1000,NaN,1000,NaN
1122.018,NaN,1122.018,NaN
1258.925,NaN,1258.925,NaN
1412.537,NaN,1412.537,NaN
1584.893,NaN,1584.893,NaN
1778.279,NaN,1778.279,NaN
1995.262,NaN,1995.262,NaN
2238.721,NaN,2238.721,NaN
2511.886,NaN,2511.886,NaN
2818.382,NaN,2818.382,NaN
3162.277,NaN,3162.277,NaN
3548.133,NaN,3548.133,NaN
3981.071,NaN,3981.071,NaN
4466.835,NaN,4466.835,NaN
5011.872,NaN,5011.872,NaN
5623.413,NaN,5623.413,NaN
6309.573,1224000,6309.573,-88
7079.457,1094000,7079.457,-88
7943.282,977000,7943.282,-88
8912.509,874000,8912.509,-88
10000,780000,10000,-88
11220.18,697000,11220.18,-88
12589.25,623000,12589.25,-88
14125.37,557000,14125.37,-88
15848.93,497000,15848.93,-88
17782.79,444000,17782.79,-88
19952.62,397000,19952.62,-88
22387.21,355000,22387.21,-88
25118.86,317000,25118.86,-88.1
28183.82,283000,28183.82,-88.1
31622.77,253000,31622.77,-88.1
35481.33,226000,35481.33,-88.1
39810.71,202000,39810.71,-88.1
44668.35,180000,44668.35,-88.1
50118.72,161000,50118.72,-88.1
56234.13,144000,56234.13,-88.2
63095.73,129000,63095.73,-88.2
70794.57,115000,70794.57,-88.2
79432.82,102430,79432.82,-88.23
89125.09,91520,89125.09,-88.25
100000,81760,100000,-88.27
112201.8,73020,112201.8,-88.3
125892.5,65210,125892.5,-88.32
141253.7,58270,141253.7,-88.31
158489.3,52020,158489.3,-88.37
177827.9,46440,177827.9,-88.38
199526.2,41480,199526.2,-88.4
223872.1,37040,223872.1,-88.42
251188.6,33070,251188.6,-88.44
281838.2,29530,281838.2,-88.46
316227.7,26370,316227.7,-88.48
354813.3,23550,354813.3,-88.5
398107.1,21030,398107.1,-88.51
446683.5,18780,446683.5,-88.54
501187.2,16770,501187.2,-88.55
562341.3,14970,562341.3,-88.57
630957.3,13370,630957.3,-88.58
707945.7,11940,707945.7,-88.6
794328.2,10628,794328.2,-88.59
891250.9,9492,891250.9,-88.6
1000000,8477,1000000,-88.61
1122018,7571,1122018,-88.61
1258925,6763,1258925,-88.62
1412537,6043,1412537,-88.62
1584893,5400,1584893,-88.62
1778279,4827,1778279,-88.61
1995262,4315,1995262,-88.61
2238721,3860,2238721,-88.6
2511886,3454,2511886,-88.6
2818382,3094,2818382,-88.6
3162277,2772,3162277,-88.59
3548133,2487,3548133,-88.58
3981071,2234,3981071,-88.56
4466835,2010,4466835,-88.54
5011872,1813,5011872,-88.53
5623413,1638,5623413,-88.51
6309573,1486,6309573,-88.5
7079457,1353,7079457,-88.51
7943282,1238,7943282,-88.54
8912509,1140,8912509,-88.6
10000000,1054.9,10000000,-88.1
