F (Hz),|Z| (Ohms),F (Hz),Theta (Deg)
1000,NaN,1000,NaN
1122.018,NaN,1122.018,NaN
1258.925,NaN,1258.925,NaN
1412.537,NaN,1412.537,NaN
1584.893,NaN,1584.893,NaN
1778.279,NaN,1778.279,NaN
1995.262,NaN,1995.262,NaN
2238.721,NaN,2238.721,NaN
2511.886,NaN,2511.886,NaN
2818.382,NaN,2818.382,NaN
3162.277,NaN,3162.277,NaN
3548.133,NaN,3548.133,NaN
3981.071,NaN,3981.071,NaN
4466.835,NaN,4466.835,NaN
5011.872,NaN,5011.872,NaN
5623.413,NaN,5623.413,NaN
6309.573,NaN,6309.573,NaN
7079.457,1193000,7079.457,-87.3
7943.282,1066000,7943.282,-87.4
8912.509,952000,8912.509,-87.6
10000,851000,10000,-87.7
11220.18,759000,11220.18,-87.8
12589.25,678000,12589.25,-87.9
14125.37,606000,14125.37,-88
15848.93,541000,15848.93,-88.1
17782.79,483000,17782.79,-88.2
19952.62,431000,19952.62,-88.3
22387.21,385000,22387.21,-88.4
25118.86,344000,25118.86,-88.4
28183.82,307000,28183.82,-88.5
31622.77,274000,31622.77,-88.5
35481.33,245000,35481.33,-88.5
39810.71,218000,39810.71,-88.6
44668.35,195000,44668.35,-88.6
50118.72,174000,50118.72,-88.7
56234.13,155000,56234.13,-88.7
63095.73,139000,63095.73,-88.7
70794.57,124000,70794.57,-88.7
79432.82,111000,79432.82,-88.7
89125.09,98580,89125.09,-88.79
100000,87990,100000,-88.82
112201.8,78550,112201.8,-88.85
125892.5,70100,125892.5,-88.88
141253.7,62530,141253.7,-88.92
158489.3,55820,158489.3,-88.92
177827.9,49810,177827.9,-88.92
199526.2,44450,199526.2,-88.96
223872.1,39660,223872.1,-88.97
251188.6,35390,251188.6,-88.98
281838.2,31580,281838.2,-89
316227.7,28190,316227.7,-89.02
354813.3,25150,354813.3,-89.03
398107.1,22450,398107.1,-89.04
446683.5,20030,446683.5,-89.05
501187.2,17870,501187.2,-89.06
562341.3,15950,562341.3,-89.07
630957.3,14230,630957.3,-89.08
707945.7,12700,707945.7,-89.09
794328.2,11340,794328.2,-89.1
891250.9,10086,891250.9,-89.09
1000000,9004,1000000,-89.1
1122018,8037,1122018,-89.1
1258925,7176,1258925,-89.1
1412537,6407,1412537,-89.1
1584893,5723,1584893,-89.1
1778279,5112,1778279,-89.1
1995262,4568,1995262,-89.09
2238721,4084,2238721,-89.09
2511886,3653,2511886,-89.1
2818382,3269,2818382,-89.1
3162277,2928,3162277,-89.1
3548133,2625,3548133,-89.1
3981071,2356,3981071,-89.1
4466835,2118,4466835,-89.09
5011872,1907,5011872,-89.09
5623413,1722,5623413,-89.09
6309573,1559,6309573,-89.09
7079457,1417,7079457,-89.12
7943282,1293,7943282,-89.16
8912509,1187,8912509,-89.23
10000000,1094,10000000,-88.78
