F (Hz),|Z| (Ohms),F (Hz),Theta (Deg)
1000,NaN,1000,NaN
1122.018,NaN,1122.018,NaN
1258.925,NaN,1258.925,NaN
1412.537,NaN,1412.537,NaN
1584.893,NaN,1584.893,NaN
1778.279,NaN,1778.279,NaN
1995.262,NaN,1995.262,NaN
2238.721,NaN,2238.721,NaN
2511.886,NaN,2511.886,NaN
2818.382,NaN,2818.382,NaN
3162.277,NaN,3162.277,NaN
3548.133,NaN,3548.133,NaN
3981.071,NaN,3981.071,NaN
4466.835,NaN,4466.835,NaN
5011.872,NaN,5011.872,NaN
5623.413,NaN,5623.413,NaN
6309.573,NaN,6309.573,NaN
7079.457,1193900,7079.457,-88.12
7943.282,1066500,7943.282,-88.12
8912.509,952700,8912.509,-88.12
10000,851100,10000,-88.14
11220.18,760400,11220.18,-88.14
12589.25,679400,12589.25,-88.14
14125.37,607000,14125.37,-88.16
15848.93,542100,15848.93,-88.17
17782.79,484300,17782.79,-88.17
19952.62,432600,19952.62,-88.18
22387.21,386500,22387.21,-88.21
25118.86,345200,25118.86,-88.22
28183.82,308400,28183.82,-88.23
31622.77,275400,31622.77,-88.24
35481.33,246000,35481.33,-88.24
39810.71,219800,39810.71,-88.25
44668.35,196200,44668.35,-88.28
50118.72,175300,50118.72,-88.29
56234.13,156600,56234.13,-88.3
63095.73,139900,63095.73,-88.31
70794.57,124900,70794.57,-88.32
79432.82,111600,79432.82,-88.32
89125.09,99650,89125.09,-88.35
100000,89010,100000,-88.37
112201.8,79490,112201.8,-88.39
125892.5,70980,125892.5,-88.41
141253.7,63360,141253.7,-88.43
158489.3,56590,158489.3,-88.44
177827.9,50530,177827.9,-88.46
199526.2,45120,199526.2,-88.47
223872.1,40290,223872.1,-88.48
251188.6,35980,251188.6,-88.5
281838.2,32130,281838.2,-88.51
316227.7,28690,316227.7,-88.53
354813.3,25620,354813.3,-88.54
398107.1,22870,398107.1,-88.56
446683.5,20420,446683.5,-88.57
501187.2,18240,501187.2,-88.59
562341.3,16290,562341.3,-88.6
630957.3,14540,630957.3,-88.61
707945.7,12990,707945.7,-88.62
794328.2,11600,794328.2,-88.63
891250.9,10331,891250.9,-88.63
1000000,9228,1000000,-88.64
1122018,8245,1122018,-88.64
1258925,7367,1258925,-88.64
1412537,6584,1412537,-88.64
1584893,5887,1584893,-88.64
1778279,5266,1778279,-88.64
1995262,4712,1995262,-88.63
2238721,4220,2238721,-88.63
2511886,3782,2511886,-88.62
2818382,3394,2818382,-88.61
3162277,3049,3162277,-88.6
3548133,2744,3548133,-88.59
3981071,2474,3981071,-88.57
4466835,2238,4466835,-88.55
5011872,2032,5011872,-88.53
5623413,1853,5623413,-88.51
6309573,1701,6309573,-88.49
7079457,1575,7079457,-88.49
7943282,1476,7943282,-88.51
8912509,1407,8912509,-88.58
10000000,1374,10000000,-88.72
