F (Hz),|Z| (Ohms),F (Hz),Theta (Deg)
1000,NaN,1000,NaN
1122.018,NaN,1122.018,NaN
1258.925,NaN,1258.925,NaN
1412.537,NaN,1412.537,NaN
1584.893,NaN,1584.893,NaN
1778.279,NaN,1778.279,NaN
1995.262,NaN,1995.262,NaN
2238.721,NaN,2238.721,NaN
2511.886,NaN,2511.886,NaN
2818.382,NaN,2818.382,NaN
3162.277,NaN,3162.277,NaN
3548.133,NaN,3548.133,NaN
3981.071,NaN,3981.071,NaN
4466.835,NaN,4466.835,NaN
5011.872,NaN,5011.872,NaN
5623.413,NaN,5623.413,NaN
6309.573,1260000,6309.573,-87.5
7079.457,1126000,7079.457,-87.5
7943.282,1007000,7943.282,-87.6
8912.509,900000,8912.509,-87.6
10000,804000,10000,-87.7
11220.18,719000,11220.18,-87.6
12589.25,643000,12589.25,-87.6
14125.37,574000,14125.37,-87.6
15848.93,514000,15848.93,-87.7
17782.79,459000,17782.79,-87.7
19952.62,411000,19952.62,-87.7
22387.21,367000,22387.21,-87.7
25118.86,328000,25118.86,-87.7
28183.82,293000,28183.82,-87.7
31622.77,262000,31622.77,-87.7
35481.33,234000,35481.33,-87.8
39810.71,209000,39810.71,-87.8
44668.35,187000,44668.35,-87.8
50118.72,167000,50118.72,-87.8
56234.13,149000,56234.13,-87.9
63095.73,134000,63095.73,-87.9
70794.57,119000,70794.57,-87.9
79432.82,106560,79432.82,-87.94
89125.09,95220,89125.09,-87.96
100000,85110,100000,-88
112201.8,76040,112201.8,-88.03
125892.5,67930,125892.5,-88.06
141253.7,60730,141253.7,-88.01
158489.3,54220,158489.3,-88.13
177827.9,48430,177827.9,-88.14
199526.2,43260,199526.2,-88.16
223872.1,38640,223872.1,-88.21
251188.6,34510,251188.6,-88.24
281838.2,30830,281838.2,-88.27
316227.7,27540,316227.7,-88.29
354813.3,24600,354813.3,-88.3
398107.1,21970,398107.1,-88.33
446683.5,19620,446683.5,-88.35
501187.2,17520,501187.2,-88.37
562341.3,15650,562341.3,-88.39
630957.3,13980,630957.3,-88.4
707945.7,12490,707945.7,-88.42
794328.2,11150,794328.2,-88.43
891250.9,9935,891250.9,-88.42
1000000,8878,1000000,-88.43
1122018,7933,1122018,-88.44
1258925,7090,1258925,-88.44
1412537,6338,1412537,-88.44
1584893,5669,1584893,-88.43
1778279,5071,1778279,-88.43
1995262,4539,1995262,-88.42
2238721,4064,2238721,-88.42
2511886,3643,2511886,-88.4
2818382,3269,2818382,-88.39
3162277,2937,3162277,-88.38
3548133,2643,3548133,-88.35
3981071,2384,3981071,-88.33
4466835,2156,4466835,-88.3
5011872,1958,5011872,-88.27
5623413,1786,5623413,-88.22
6309573,1639,6309573,-88.17
7079457,1517,7079457,-88.16
7943282,1421,7943282,-88.16
8912509,1354,8912509,-88.17
10000000,1323,10000000,-88.3
