F (Hz),|Z| (Ohms),F (Hz),Theta (Deg)
1000,3898,1000,-13.38
1122.018,3851,1122.018,-12.96
1258.925,3801,1258.925,-12.56
1412.537,3756,1412.537,-12.2
1584.893,3711,1584.893,-11.83
1778.279,3666,1778.279,-11.47
1995.262,3625,1995.262,-11.15
2238.721,3583,2238.721,-10.82
2511.886,3545,2511.886,-10.52
2818.382,3507,2818.382,-10.22
3162.277,3471,3162.277,-9.94
3548.133,3436,3548.133,-9.66
3981.071,3401,3981.071,-9.38
4466.835,3370,4466.835,-9.16
5011.872,3339,5011.872,-8.93
5623.413,3309,5623.413,-8.71
6309.573,3281,6309.573,-8.5
7079.457,3252,7079.457,-8.3
7943.282,3226,7943.282,-8.13
8912.509,3199,8912.509,-7.97
10000,3174,10000,-7.81
11220.18,3149,11220.18,-7.67
12589.25,3125,12589.25,-7.55
14125.37,3101,14125.37,-7.44
15848.93,3078,15848.93,-7.35
17782.79,3055,17782.79,-7.26
19952.62,3032,19952.62,-7.19
22387.21,3010,22387.21,-7.14
25118.86,2989,25118.86,-7.1
28183.82,2967,28183.82,-7.08
31622.77,2945,31622.77,-7.06
35481.33,2924,35481.33,-7.06
39810.71,2897,39810.71,-7
44668.35,2876,44668.35,-7.04
50118.72,2855,50118.72,-7.09
56234.13,2834,56234.13,-7.16
63095.73,2813,63095.73,-7.24
70794.57,2793,70794.57,-7.35
79432.82,2772,79432.82,-7.47
89125.09,2752,89125.09,-7.61
100000,2731,100000,-7.77
112201.8,2711,112201.8,-7.97
125892.5,2690,125892.5,-8.17
141253.7,2668,141253.7,-8.43
158489.3,2648,158489.3,-8.69
177827.9,2629,177827.9,-9.04
199526.2,2608,199526.2,-9.4
223872.1,2587,223872.1,-9.81
251188.6,2565,251188.6,-10.27
281838.2,2544,281838.2,-10.79
316227.7,2521,316227.7,-11.37
354813.3,2498,354813.3,-12.02
398107.1,2474,398107.1,-12.74
446683.5,2448,446683.5,-13.55
501187.2,2422,501187.2,-14.44
562341.3,2393,562341.3,-15.43
630957.3,2363,630957.3,-16.51
707945.7,2330,707945.7,-17.71
794328.2,2294,794328.2,-19.02
891250.9,2256,891250.9,-20.45
1000000,2215,1000000,-22.01
1122018,2170,1122018,-23.68
1258925,2122,1258925,-25.48
1412537,2069,1412537,-27.42
1584893,2013,1584893,-29.47
1778279,1952,1778279,-31.62
1995262,1886,1995262,-33.88
2238721,1816,2238721,-36.23
2511886,1743,2511886,-38.66
2818382,1666,2818382,-41.15
3162277,1587,3162277,-43.7
3548133,1505,3548133,-46.27
3981071,1423,3981071,-48.86
4466835,1341,4466835,-51.45
5011872,1260,5011872,-54.05
5623413,1181,5623413,-56.63
6309573,1104,6309573,-59.22
7079457,1029.3,7079457,-61.63
7943282,959.8,7943282,-64.22
8912509,893.7,8912509,-66.91
10000000,829.9,10000000,-69.76
